code_health,lead_time_minutes,total_defects,language
9.75,80340.0,0.0,C
10.0,7500.0,0.0,C
3.35,5121.081081,8.0,C++
4.06,30105.0,0.0,C++
9.12,14980.0,0.0,C++
2.88,2880.0,0.0,C++
7.65,1710.0,0.0,C++
9.0,5220.0,3.0,C++
9.87,9980.0,0.0,C++
3.71,16095.0,3.0,C++
7.26,8792.727273,1.0,C++
10.0,27960.0,0.0,C++
9.25,49641.29032,1.0,C
7.6,16500.0,1.0,C++
10.0,209310.0,0.0,C
10.0,3120.0,0.0,C#
10.0,4280.0,1.0,C
10.0,3510.0,0.0,C
8.66,18900.0,0.0,C++
9.25,540.0,0.0,C++
10.0,188640.0,0.0,C
9.5,12690.0,0.0,C
10.0,9380.0,0.0,C++
8.66,3990.0,0.0,C++
10.0,1740.0,0.0,C++
10.0,8468.0,0.0,C
10.0,1020.0,0.0,C++
10.0,900.0,0.0,C++
8.5,15480.0,0.0,C++
9.25,19380.0,0.0,C++
8.33,4020.0,1.0,C
9.25,120.0,0.0,C++
9.25,2185.714286,7.0,C++
7.4,640.0,0.0,C++
7.9,10080.0,1.0,C++
10.0,22537.5,0.0,C
9.75,3612.5,1.0,C++
10.0,14160.0,0.0,C++
10.0,6420.0,0.0,C
9.5,2100.0,0.0,C++
7.9,184080.0,0.0,C++
10.0,1440.0,2.0,C++
10.0,14040.0,0.0,C
10.0,39220.0,1.0,C
10.0,27780.0,0.0,C
3.18,2205.0,0.0,C++
10.0,215010.0,0.0,C
7.46,11062.10526,5.0,C++
10.0,2280.0,0.0,C++
10.0,18900.0,0.0,C
10.0,46416.0,0.0,C
9.75,5620.0,0.0,C++
9.0,30450.0,0.0,C++
10.0,1260.0,0.0,C
10.0,300.0,0.0,C
10.0,9930.0,0.0,C
10.0,3462.857143,0.0,C
10.0,1020.0,0.0,C++
10.0,1380.0,0.0,C++
10.0,3780.0,0.0,C#
10.0,85140.0,0.0,C
10.0,3270.0,0.0,C++
7.35,33690.0,1.0,C++
10.0,6100.0,1.0,C#
9.12,4020.0,0.0,C#
10.0,14970.0,0.0,C++
9.25,20025.0,1.0,C++
10.0,19574.63415,2.0,C
3.95,31000.645160000004,2.0,C++
1.0,14018.181819999998,1.0,C++
10.0,11190.0,0.0,C++
10.0,8520.0,0.0,C
2.3,13986.0,0.0,C++
10.0,3822.857143,0.0,C
1.0,10630.0,14.0,C++
10.0,3120.0,0.0,C#
9.25,4224.0,0.0,C++
3.87,38388.0,1.0,C++
7.43,5340.0,0.0,C++
10.0,3705.0,0.0,C
9.25,44940.0,0.0,C++
7.01,7834.285714,2.0,C++
10.0,3360.0,0.0,C
10.0,14610.0,0.0,C
9.5,2100.0,0.0,C++
8.5,1280.0,0.0,C++
9.0,1740.0,0.0,C++
6.16,17820.0,0.0,C++
7.12,11365.71429,0.0,C++
9.75,2924.0,1.0,C
10.0,2640.0,1.0,C#
10.0,11400.0,0.0,C
10.0,2680.0,0.0,C++
8.14,36600.0,0.0,C++
10.0,180.0,0.0,C
10.0,3120.0,2.0,C
7.16,6840.0,0.0,C#
9.75,14280.0,0.0,C++
6.72,30960.0,0.0,C++
1.39,120.0,0.0,C++
1.0,11433.913040000001,0.0,C++
1.81,38125.0,2.0,C++
8.66,240.0,0.0,C++
10.0,4440.0,0.0,C++
9.5,31540.0,0.0,C++
10.0,4630.9090909999995,7.0,C
9.75,14250.0,0.0,C++
9.25,2020.0,0.0,C++
9.12,9986.666667,0.0,C++
9.75,600.0,1.0,C++
10.0,3480.0,1.0,C++
10.0,7170.0,0.0,C
9.25,59160.0,0.0,C++
10.0,6082.5,3.0,C
9.12,3330.0,1.0,C++
6.85,9900.0,0.0,C++
10.0,124800.0,0.0,C
10.0,22440.0,2.0,C#
10.0,35880.0,0.0,C
9.25,8800.0,3.0,C#
6.8,15733.84615,9.0,C++
10.0,480.0,1.0,C
10.0,6900.0,0.0,C#
10.0,4080.0,0.0,C
10.0,7440.0,0.0,C++
6.15,63806.666670000006,0.0,C++
10.0,18900.0,0.0,C
8.87,12600.0,1.0,C++
7.8,1560.0,0.0,C++
10.0,4620.0,0.0,C
10.0,3180.0,0.0,C
9.5,7938.26087,3.0,C
9.12,16620.0,0.0,C++
5.96,12643.636359999999,5.0,C++
7.4,2970.0,0.0,C++
6.36,180.0,0.0,C++
9.25,1080.0,1.0,C++
9.0,43300.0,0.0,C++
7.8,29430.0,0.0,C++
7.44,3040.0,0.0,C++
7.57,97092.0,0.0,C++
9.25,27840.0,0.0,C++
8.5,480.0,0.0,C++
9.0,1260.0,1.0,C++
6.99,1620.0,0.0,C++
6.99,3000.0,0.0,C++
5.08,122790.0,0.0,C++
1.14,7312.307692,13.0,C++
6.14,10200.0,2.0,C++
3.88,870.0,0.0,C++
10.0,12312.0,0.0,C
10.0,15528.0,0.0,C
3.83,4218.4615380000005,1.0,C++
5.86,1110.0,0.0,C++
7.69,35685.0,0.0,C++
5.51,21150.0,0.0,C++
10.0,2910.0,1.0,C++
6.03,39792.0,0.0,C++
4.67,9889.090909,0.0,C++
7.07,3450.0,0.0,C++
10.0,3120.0,0.0,C#
10.0,36600.0,0.0,C
10.0,84240.0,0.0,C#
8.66,7147.5,1.0,C++
7.2,9282.857143000001,0.0,C++
5.51,23150.0,1.0,C++
9.25,2076.0,2.0,C++
5.3,32466.66667,0.0,C++
10.0,25956.0,2.0,C
10.0,20400.0,0.0,C
9.75,29827.5,0.0,C++
9.25,4040.0,0.0,C
10.0,25620.0,0.0,C++
10.0,28200.0,0.0,C
9.25,60.0,1.0,C++
8.85,3240.0,0.0,C++
9.75,85140.0,0.0,C++
4.49,18600.0,1.0,C++
6.15,1140.0,1.0,C++
1.69,480.0,0.0,C++
9.87,5117.142857,0.0,C++
6.68,14130.0,0.0,C++
10.0,14160.0,0.0,C++
10.0,8077.5,0.0,C
5.5,6510.0,0.0,C++
6.4,1971.4285710000001,1.0,C++
10.0,188640.0,0.0,C++
9.12,1740.0,0.0,C++
10.0,188640.0,0.0,C
10.0,17680.0,0.0,C++
10.0,144720.0,0.0,C
9.75,10545.0,0.0,C++
9.5,60.0,0.0,C++
10.0,480.0,0.0,C++
3.15,6973.333333,1.0,C++
3.36,117280.0,0.0,C++
7.68,24840.0,0.0,C++
10.0,5796.0,0.0,C
10.0,7332.0,0.0,C
9.75,9993.75,20.0,C
1.93,149670.0,0.0,C++
10.0,12390.0,0.0,C
10.0,1500.0,1.0,C
10.0,64536.0,0.0,C
10.0,41340.0,0.0,C
10.0,19890.0,0.0,C++
10.0,14100.0,0.0,C++
6.99,2280.0,0.0,C++
10.0,3260.0,0.0,C++
9.62,13950.0,0.0,C++
10.0,10500.0,0.0,C++
9.75,8220.0,2.0,C++
10.0,1800.0,0.0,C++
6.71,7080.0,0.0,C++
7.79,82092.0,0.0,C++
9.25,1320.0,0.0,C++
9.75,12720.0,0.0,C++
9.0,14873.333330000001,1.0,C++
9.25,480.0,0.0,C++
6.96,7500.0,0.0,C++
10.0,23100.0,0.0,C++
8.51,8564.0,3.0,C++
9.75,1080.0,0.0,C
4.28,30098.57143,3.0,C++
10.0,68520.0,1.0,C++
9.25,3930.0,0.0,C++
10.0,6965.4545450000005,3.0,C
9.87,1200.0,0.0,C++
10.0,6330.0,0.0,C
8.5,8920.0,0.0,C++
10.0,2640.0,1.0,C#
6.93,56040.0,1.0,C++
10.0,44940.0,0.0,C
10.0,6900.0,0.0,C#
3.98,4193.333333,3.0,C++
4.39,10273.33333,3.0,C++
6.9,480.0,0.0,C++
10.0,3120.0,0.0,C#
6.76,5320.0,0.0,C++
10.0,1020.0,0.0,C
7.9,80340.0,0.0,C++
10.0,60.0,0.0,C++
10.0,3920.0,0.0,C
10.0,4620.0,0.0,C++
10.0,480.0,0.0,C
10.0,800.0,0.0,C
10.0,33756.0,0.0,C
10.0,10090.0,2.0,C
10.0,29580.0,0.0,C++
10.0,1740.0,0.0,C++
10.0,1740.0,0.0,C++
10.0,60.0,0.0,C
6.42,6540.0,0.0,C++
8.0,1140.0,0.0,C++
10.0,4443.529412,3.0,C
10.0,27780.0,0.0,C++
7.6,14760.0,1.0,C++
8.0,1740.0,0.0,C++
10.0,15840.0,0.0,C++
7.38,120.0,0.0,C++
8.66,7740.0,0.0,C++
7.7,3950.0,0.0,C++
9.25,41340.0,0.0,C++
10.0,1800.0,0.0,C
10.0,123270.0,0.0,C++
10.0,3120.0,0.0,C#
10.0,540.0,0.0,C
10.0,65970.0,0.0,C
10.0,6900.0,0.0,C#
1.76,6150.0,1.0,C++
7.9,10230.0,0.0,C++
10.0,1200.0,0.0,C++
10.0,990.0,0.0,C
10.0,24570.0,0.0,C
10.0,3000.0,0.0,C
7.7,44940.0,0.0,C++
10.0,492540.0,0.0,C
9.75,50070.0,0.0,C
10.0,14100.0,0.0,C
10.0,12060.0,0.0,C++
10.0,5420.0,0.0,C
10.0,1020.0,0.0,C
10.0,8475.0,0.0,C
10.0,3920.0,0.0,C++
2.2,10830.0,2.0,C++
10.0,9264.0,0.0,C++
10.0,1420.0,0.0,C++
3.86,5640.0,2.0,C++
6.02,29437.5,1.0,C++
8.33,2040.0,1.0,C++
10.0,120.0,0.0,C
9.75,10248.0,0.0,C
1.68,10200.0,1.0,C++
10.0,112620.0,0.0,C
7.6,45840.0,0.0,C++
4.4,6920.0,1.0,C++
5.43,23734.28571,0.0,C++
10.0,18750.0,0.0,C
7.78,24852.0,2.0,C++
8.5,2700.0,1.0,C++
6.05,4560.0,1.0,C++
10.0,19620.0,0.0,C++
9.25,17322.85714,1.0,C++
10.0,3120.0,0.0,C#
10.0,3420.0,0.0,C++
10.0,9960.0,0.0,C
1.0,30052.5,4.0,C++
10.0,58500.0,0.0,C
10.0,1740.0,0.0,C++
7.33,29820.0,0.0,C++
10.0,23230.0,2.0,C
10.0,5190.0,0.0,C
10.0,4410.0,1.0,C
7.71,25755.0,0.0,C++
10.0,27780.0,0.0,C++
10.0,3720.0,0.0,C
9.75,480.0,2.0,C
6.94,5145.0,0.0,C++
7.6,4485.0,6.0,C++
5.95,22440.0,0.0,C++
10.0,44940.0,0.0,C
10.0,3900.0,0.0,C++
4.31,69520.0,0.0,C++
6.34,15120.0,0.0,C++
10.0,6816.0,2.0,C
7.9,99180.0,1.0,C++
5.38,27780.0,0.0,C++
7.58,4660.0,0.0,C++
9.75,5200.0,2.0,C
9.12,97774.28571,0.0,C++
8.5,2040.0,0.0,C++
9.5,13680.0,0.0,C++
9.75,12900.0,0.0,C
10.0,240.0,0.0,C++
1.45,13670.0,1.0,C++
10.0,1740.0,0.0,C++
3.48,8592.0,0.0,C++
4.28,1545.0,0.0,C++
10.0,3240.0,0.0,C++
10.0,19620.0,0.0,C++
10.0,17820.0,0.0,C++
10.0,7500.0,0.0,C
10.0,1260.0,0.0,C
8.5,8136.0,0.0,C++
10.0,4380.0,0.0,C
10.0,6270.0,0.0,C
10.0,44940.0,0.0,C
8.66,12240.0,0.0,C++
7.08,880.0,0.0,C++
9.12,480.0,0.0,C++
10.0,24016.36364,4.0,C
9.25,8520.0,0.0,C++
8.33,16040.0,0.0,C++
3.72,5760.0,0.0,C++
8.5,1740.0,0.0,C++
10.0,120.0,0.0,C++
9.25,1860.0,0.0,C++
7.66,9420.0,0.0,C++
1.53,23680.0,3.0,C++
6.66,1440.0,0.0,C++
10.0,14880.0,0.0,C
10.0,720.0,1.0,C
5.94,33770.0,0.0,C++
7.9,5160.0,0.0,C++
10.0,8040.0,0.0,C++
8.5,3570.0,0.0,C++
8.39,31097.142860000004,0.0,C++
10.0,120.0,0.0,C++
6.11,50160.0,0.0,C++
10.0,8034.0,1.0,C
9.5,14085.0,0.0,C++
7.43,900.0,0.0,C++
7.71,5655.0,0.0,C++
7.6,2826.666667,6.0,C++
10.0,17920.0,1.0,C
8.66,8640.0,0.0,C++
9.87,2010.0,0.0,C++
2.9,27780.0,0.0,C++
7.4,6305.4545450000005,2.0,C++
7.11,4960.0,2.0,C++
2.32,9618.461538,0.0,C++
6.92,14745.0,0.0,C++
9.12,1776.0,0.0,C++
10.0,1740.0,0.0,C++
4.22,63492.0,1.0,C++
10.0,1770.0,0.0,C++
9.75,240.0,0.0,C
10.0,9360.0,0.0,C
10.0,132720.0,0.0,C
10.0,7170.0,0.0,C
10.0,18840.0,0.0,C
10.0,5287.5,0.0,C
10.0,13140.0,0.0,C
8.5,4140.0,0.0,C++
9.5,1380.0,1.0,C#
10.0,76800.0,0.0,C
10.0,10410.0,1.0,C++
10.0,3360.0,1.0,C++
9.12,6420.0,0.0,C++
3.51,4525.0,0.0,C++
10.0,8400.0,0.0,C++
10.0,1740.0,0.0,C++
3.95,9437.777778,1.0,C++
8.25,92100.0,0.0,C++
8.16,6540.0,0.0,C++
10.0,15217.5,1.0,C++
10.0,4620.0,0.0,C
10.0,147690.0,1.0,C++
10.0,1020.0,0.0,C
10.0,3090.0,1.0,C
3.17,69084.0,0.0,C++
9.0,3540.0,0.0,C++
10.0,29116.363639999996,7.0,C
8.5,60.0,0.0,C++
10.0,2220.0,0.0,C
6.18,98595.0,0.0,C++
8.66,270.0,2.0,C++
6.63,13040.0,0.0,C++
6.9,3240.0,0.0,C++
9.75,12625.38462,1.0,C
10.0,3900.0,0.0,C++
10.0,9000.0,0.0,C
10.0,21345.0,0.0,C
6.09,3915.789474,13.0,C++
8.66,10722.85714,3.0,C++
3.0,9501.052631999999,24.0,C++
9.25,3840.0,2.0,C++
10.0,37740.0,0.0,C
10.0,16290.0,0.0,C
7.13,6696.0,0.0,C++
6.63,7310.0,0.0,C++
10.0,2760.0,0.0,C
10.0,17040.0,0.0,C
10.0,5565.0,0.0,C
6.12,3960.0,0.0,C++
10.0,23445.0,0.0,C
7.79,1620.0,0.0,C++
10.0,9780.0,0.0,C
9.25,13140.0,0.0,C++
8.46,852.0,1.0,C++
10.0,18900.0,0.0,C
8.31,60900.0,0.0,C++
10.0,44940.0,0.0,C++
10.0,4760.0,0.0,C
6.19,540.0,0.0,C++
8.33,9060.0,0.0,C++
9.87,44940.0,0.0,C++
7.2,8940.0,1.0,C++
10.0,5220.0,0.0,C++
9.75,6390.0,0.0,C++
9.5,4380.0,0.0,C++
10.0,18960.0,0.0,C++
10.0,10920.0,0.0,C
8.6,12540.0,0.0,C++
10.0,4680.0,0.0,C
10.0,480.0,0.0,C++
9.12,2772.0,2.0,C++
10.0,13551.428569999998,0.0,C
8.5,8980.0,3.0,C++
9.25,13620.0,0.0,C#
6.31,1110.0,0.0,C++
7.9,1860.0,0.0,C++
9.75,4356.0,0.0,C
7.8,15060.0,0.0,C++
9.12,7548.0,0.0,C++
9.5,960.0,0.0,C++
10.0,2220.0,0.0,C++
3.22,10684.61538,2.0,C++
8.66,2300.0,0.0,C++
10.0,4470.0,0.0,C
4.74,48440.0,0.0,C++
3.0,40062.85714,1.0,C++
10.0,900.0,0.0,C
7.7,13170.0,0.0,C++
10.0,2460.0,0.0,C++
8.5,35010.0,1.0,C#
5.52,50636.66667,1.0,C++
6.4,13890.0,0.0,C++
10.0,4560.0,0.0,C++
9.5,7884.0,1.0,C++
10.0,6000.0,0.0,C
7.98,1590.0,2.0,C++
10.0,84240.0,0.0,C#
10.0,1680.0,0.0,C++
7.34,1860.0,0.0,C++
10.0,33960.0,0.0,C
8.66,43260.0,0.0,C++
10.0,5580.0,0.0,C
10.0,9120.0,0.0,C
8.5,810.0,0.0,C++
8.66,24159.31034,3.0,C++
10.0,1380.0,0.0,C
4.62,21540.0,0.0,C++
8.16,1740.0,0.0,C++
10.0,480.0,0.0,C
10.0,16687.5,0.0,C
10.0,1320.0,0.0,C
1.46,18885.0,5.0,C++
10.0,125010.0,0.0,C
4.08,16200.0,0.0,C++
10.0,100680.0,0.0,C
8.0,3960.0,0.0,C++
10.0,1740.0,0.0,C++
9.75,9720.0,2.0,C
10.0,120.0,0.0,C
10.0,18900.0,0.0,C++
10.0,33840.0,0.0,C
9.0,84240.0,0.0,C#
10.0,60.0,1.0,C
10.0,120.0,0.0,C
9.75,63620.0,0.0,C++
10.0,1380.0,0.0,C++
10.0,900.0,0.0,C++
10.0,3390.0,1.0,C#
9.25,930.0,1.0,C++
8.0,18020.0,0.0,C++
7.87,85140.0,0.0,C++
10.0,480.0,0.0,C++
10.0,1740.0,0.0,C++
10.0,4785.0,0.0,C
3.05,5109.4736840000005,3.0,C++
7.15,5580.0,0.0,C++
1.0,13875.0,7.0,C++
10.0,4020.0,0.0,C++
9.52,22860.0,0.0,C++
10.0,820.0,0.0,C
10.0,2400.0,0.0,C++
8.5,1512.0,3.0,C++
10.0,1740.0,0.0,C
10.0,12390.0,0.0,C
7.7,8280.0,0.0,C++
10.0,32562.857139999996,2.0,C
1.88,11860.0,0.0,C++
10.0,9360.0,1.0,C++
1.0,10686.42857,11.0,C++
10.0,2040.0,0.0,C++
10.0,94872.0,0.0,C
9.5,3060.0,0.0,C++
1.0,28051.525419999998,17.0,C++
9.25,10620.0,0.0,C++
9.25,22680.0,0.0,C++
9.12,6780.0,0.0,C++
3.35,6384.0,0.0,C++
10.0,1920.0,0.0,C
10.0,7200.0,0.0,C++
6.25,6890.0,1.0,C++
4.76,26647.5,3.0,C++
10.0,4713.75,0.0,C
9.0,95302.5,1.0,C
2.21,17640.0,0.0,C++
10.0,580.0,0.0,C++
10.0,3780.0,0.0,C
7.8,12460.0,0.0,C++
9.0,3120.0,0.0,C#
9.25,3580.0,0.0,C++
10.0,240.0,0.0,C
6.92,4785.0,0.0,C++
10.0,1740.0,0.0,C++
8.06,3396.0,1.0,C++
10.0,15720.0,0.0,C
10.0,14500.0,0.0,C
10.0,5490.0,0.0,C++
10.0,2700.0,0.0,C
4.16,17028.0,1.0,C++
9.25,17040.0,0.0,C++
10.0,5220.0,0.0,C
10.0,360.0,0.0,C++
9.12,1692.0,0.0,C++
7.8,184140.0,1.0,C++
9.87,2610.0,0.0,C++
10.0,64536.0,0.0,C++
8.66,526440.0,0.0,C++
10.0,13060.0,1.0,C
10.0,42270.0,0.0,C
9.25,2180.0,0.0,C++
10.0,1200.0,0.0,C
10.0,545580.0,0.0,C
10.0,5220.0,0.0,C++
10.0,85980.0,0.0,C
1.0,100360.0,1.0,C++
10.0,6100.0,1.0,C#
1.0,20979.23077,2.0,C++
9.0,24660.0,0.0,C++
2.74,9260.571429000001,10.0,C++
9.75,40477.5,1.0,C
9.75,5080.0,1.0,C++
6.16,49620.0,1.0,C++
9.87,3540.0,0.0,C++
9.25,3360.0,0.0,C++
10.0,11400.0,0.0,C++
1.0,24233.68421,6.0,C++
10.0,60900.0,0.0,C++
9.5,120.0,0.0,C++
10.0,6840.0,0.0,C
1.0,9720.0,1.0,C++
1.19,31148.57143,2.0,C++
6.96,4150.0,0.0,C++
8.16,4712.571429,12.0,C++
10.0,9507.272727,1.0,C
10.0,12780.0,0.0,C++
9.23,7427.142856999999,0.0,C++
6.69,2400.0,0.0,C++
9.5,2880.0,0.0,C++
8.5,23240.0,0.0,C++
10.0,600.0,0.0,C++
9.25,4222.5,0.0,C
3.35,4386.101695,8.0,C++
1.14,6243.2727270000005,12.0,C++
10.0,16140.0,0.0,C
10.0,13860.0,0.0,C
10.0,6500.0,0.0,C
10.0,1500.0,1.0,C++
10.0,4380.0,1.0,C
10.0,600.0,0.0,C
10.0,15580.0,2.0,C
10.0,7140.0,0.0,C++
1.0,49793.04348,13.0,C++
9.25,3684.0,0.0,C++
10.0,3120.0,0.0,C#
2.16,9319.090909,2.0,C++
9.75,2820.0,0.0,C
10.0,11400.0,0.0,C
10.0,10560.0,2.0,C
7.14,50880.0,0.0,C++
9.87,960.0,0.0,C++
10.0,3120.0,0.0,C
9.25,8580.0,1.0,C++
10.0,7800.0,0.0,C
1.0,20429.69283,47.0,C++
8.5,10102.5,0.0,C++
9.5,5640.0,0.0,C++
10.0,1220.0,0.0,C++
10.0,2880.0,0.0,C++
10.0,4440.0,0.0,C
9.5,1740.0,0.0,C++
2.45,2120.0,1.0,C++
6.71,38660.0,0.0,C++
9.87,18610.0,0.0,C++
10.0,5160.0,0.0,C#
10.0,820.0,0.0,C++
8.5,4770.0,0.0,C++
8.61,19040.0,0.0,C++
7.6,220140.0,0.0,C++
8.16,25892.0,2.0,C++
10.0,480.0,0.0,C++
3.82,34440.0,0.0,C++
1.84,14253.333330000001,0.0,C++
10.0,60.0,0.0,C
10.0,3990.0,1.0,C++
7.5,67800.0,0.0,C++
10.0,24603.52941,9.0,C
8.5,6288.0,0.0,C++
1.0,120.0,0.0,C++
10.0,82500.0,0.0,C++
10.0,2520.0,1.0,C
10.0,1740.0,0.0,C++
5.78,7885.714286,0.0,C++
10.0,6390.0,0.0,C
10.0,3660.0,0.0,C++
10.0,1020.0,0.0,C++
10.0,120.0,0.0,C
10.0,31920.0,0.0,C
10.0,7740.0,0.0,C++
7.16,6042.857143,3.0,C++
10.0,70185.0,0.0,C
10.0,17040.0,0.0,C
10.0,61404.0,0.0,C
10.0,780.0,0.0,C++
7.58,2040.0,0.0,C++
3.73,20130.0,0.0,C++
6.75,9567.272727,4.0,C++
10.0,132720.0,0.0,C++
7.8,1800.0,0.0,C++
7.09,15000.0,0.0,C++
8.5,450.0,1.0,C++
1.93,5040.0,0.0,C++
9.75,3780.0,0.0,C
7.5,1805.0,2.0,C++
2.53,4860.0,0.0,C++
10.0,10140.0,0.0,C++
10.0,41340.0,0.0,C
1.8,22190.0,0.0,C++
1.38,7200.0,1.0,C++
9.87,44682.0,2.0,C
10.0,10656.0,1.0,C++
8.66,4320.0,0.0,C++
10.0,44940.0,0.0,C++
10.0,16920.0,0.0,C++
9.12,1740.0,0.0,C++
8.36,13388.57143,0.0,C++
10.0,98550.0,0.0,C++
7.86,184110.0,1.0,C++
10.0,6510.0,0.0,C
10.0,4905.0,0.0,C
9.25,70920.0,0.0,C++
10.0,84240.0,0.0,C#
9.25,10590.0,0.0,C++
10.0,930.0,0.0,C
8.0,7020.0,8.0,C++
8.5,1740.0,0.0,C++
10.0,13580.0,1.0,C
10.0,9360.0,0.0,C++
6.65,13770.0,0.0,C++
10.0,1440.0,0.0,C
10.0,480.0,0.0,C
10.0,14260.0,0.0,C++
10.0,120.0,0.0,C
8.66,3210.0,2.0,C++
9.25,480.0,0.0,C++
4.26,2550.0,1.0,C++
8.5,480.0,0.0,C++
7.6,44670.0,0.0,C++
6.94,36270.0,1.0,C++
10.0,11700.0,0.0,C++
10.0,61020.0,0.0,C++
10.0,480.0,0.0,C++
9.25,2400.0,1.0,C++
9.75,840.0,0.0,C++
8.83,15690.0,2.0,C++
8.5,1740.0,0.0,C++
9.25,14000.0,0.0,C++
8.33,12900.0,0.0,C++
1.88,53140.0,0.0,C++
10.0,20931.42857,1.0,C
8.5,2400.0,0.0,C++
10.0,2490.0,0.0,C
9.75,3282.857143,1.0,C++
1.0,15238.23529,4.0,C++
8.5,39450.0,0.0,C++
3.76,33763.2,3.0,C++
1.0,15257.6,15.0,C++
10.0,11976.0,1.0,C
7.53,3480.0,0.0,C++
10.0,8220.0,0.0,C++
3.4,2720.0,3.0,C++
9.5,6090.0,0.0,C++
6.29,12810.0,0.0,C++
10.0,3588.0,1.0,C++
10.0,1380.0,0.0,C++
9.75,44610.0,0.0,C
10.0,18900.0,0.0,C
10.0,3720.0,0.0,C
7.94,2200.0,1.0,C++
10.0,14980.0,0.0,C
10.0,180.0,0.0,C
10.0,840.0,0.0,C
7.4,1740.0,0.0,C++
10.0,18348.0,0.0,C
10.0,1200.0,0.0,C
10.0,7020.0,0.0,C
3.2,24768.0,1.0,C#
10.0,5940.0,0.0,C++
9.5,12157.14286,2.0,C
10.0,3162.857143,0.0,C
10.0,36744.0,0.0,C
9.75,17140.0,0.0,C
8.5,4896.0,0.0,C++
10.0,480.0,0.0,C++
8.5,20680.0,0.0,C++
7.7,44940.0,0.0,C++
10.0,1080.0,1.0,C
10.0,2200.0,0.0,C++
10.0,2940.0,0.0,C
8.66,2340.0,1.0,C++
10.0,14640.0,0.0,C++
10.0,2490.0,0.0,C++
8.5,33920.0,1.0,C++
10.0,14225.45455,0.0,C
1.87,8074.285714,2.0,C++
4.55,1380.0,0.0,C++
10.0,111960.0,0.0,C
10.0,14440.0,0.0,C++
9.0,25485.0,0.0,C++
10.0,2280.0,0.0,C
10.0,3660.0,0.0,C++
9.12,3140.0,1.0,C++
6.02,9540.0,0.0,C++
5.93,13970.0,0.0,C++
7.38,5160.0,2.0,C++
8.66,1260.0,0.0,C++
5.39,44400.0,0.0,C++
4.57,480.0,2.0,C++
9.12,1470.0,0.0,C++
9.12,12804.0,1.0,C++
8.33,1740.0,0.0,C++
9.12,2700.0,0.0,C#
1.98,4710.0,1.0,C++
10.0,780.0,0.0,C++
10.0,8283.75,4.0,C++
10.0,3180.0,0.0,C++
6.06,1880.0,0.0,C++
10.0,11400.0,0.0,C
9.75,48975.0,0.0,C++
10.0,61872.0,0.0,C
4.94,480.0,0.0,C++
9.75,5130.0,0.0,C
4.21,52306.66667,0.0,C++
10.0,4380.0,0.0,C++
10.0,4720.0,1.0,C#
2.74,4822.857143,8.0,C++
9.12,26514.54545,0.0,C++
9.5,2340.0,0.0,C++
10.0,2310.0,1.0,C#
9.25,480.0,0.0,C++
10.0,840.0,0.0,C++
8.0,1180.0,0.0,C++
10.0,111900.0,0.0,C
10.0,5880.0,0.0,C++
10.0,2370.0,1.0,C
9.5,1140.0,0.0,C++
7.2,4356.0,0.0,C++
6.57,42810.0,0.0,C++
9.75,3420.0,0.0,C
6.35,11400.0,0.0,C++
8.33,13884.0,0.0,C++
1.59,27270.0,2.0,C++
6.99,9444.0,7.0,C++
6.63,4133.684211,1.0,C++
9.75,26516.25,5.0,C
7.61,8760.0,0.0,C++
10.0,1500.0,0.0,C
10.0,5220.0,0.0,C++
10.0,820.0,0.0,C++
3.87,5610.0,1.0,C++
9.75,2160.0,0.0,C
8.16,2400.0,0.0,C++
6.03,1350.0,1.0,C++
9.0,39560.0,0.0,C++
1.0,7248.837209,7.0,C++
10.0,1380.0,0.0,C
10.0,11400.0,0.0,C++
10.0,2718.0,1.0,C
7.98,2220.0,0.0,C++
6.38,49170.0,0.0,C++
6.33,2070.0,0.0,C++
10.0,4860.0,0.0,C++
3.23,24377.14286,1.0,C++
10.0,840.0,0.0,C
10.0,820.0,0.0,C
10.0,21150.0,0.0,C
10.0,2340.0,0.0,C++
8.0,11400.0,0.0,C++
10.0,1660.0,0.0,C
10.0,43530.0,0.0,C
7.4,96060.0,0.0,C++
8.83,6240.0,0.0,C++
10.0,11400.0,0.0,C++
9.08,54780.0,0.0,C++
10.0,22800.0,0.0,C
2.6,1826.6666670000002,3.0,C++
10.0,4260.0,0.0,C
9.75,2370.0,1.0,C++
8.0,15900.0,1.0,C#
9.75,1140.0,1.0,C++
7.88,3390.0,0.0,C++
10.0,26700.0,0.0,C++
3.93,57330.0,0.0,C++
7.6,3870.0,1.0,C++
10.0,31700.0,0.0,C
9.0,17040.0,0.0,C++
10.0,13860.0,0.0,C++
10.0,41820.0,0.0,C
10.0,11130.0,0.0,C
10.0,25920.0,0.0,C
10.0,1140.0,0.0,C++
10.0,19380.0,0.0,C
2.91,1020.0,0.0,C++
7.6,2853.333333,2.0,C++
10.0,37920.0,0.0,C
3.64,1440.0,1.0,C++
1.0,25594.0,6.0,C++
10.0,24900.0,0.0,C++
10.0,240.0,0.0,C++
10.0,4080.0,0.0,C++
10.0,6360.0,0.0,C
1.0,28110.0,0.0,C++
9.75,64560.0,0.0,C
1.49,13080.0,0.0,C++
10.0,1200.0,0.0,C
7.6,8080.0,2.0,C#
8.33,2400.0,0.0,C++
1.0,23005.26316,7.0,C++
10.0,1380.0,0.0,C
8.5,6792.0,0.0,C++
10.0,1860.0,0.0,C
10.0,1740.0,1.0,C
